acao_legislativa,autor,casa,data,descricao_ementa,identificacao,id_principal,local,id_documento
"Remetido Ofício CN nº 189 , de 29/05/19, ao Ministro de Estado Chefe da Casa Civil, encaminhando a Mensagem CN nº 26/19 ao Excelentíssimo Senhor Presidente da República, submetendo à sanção presidencial autógrafos do Projeto (fls. 2791 a 2842). Remetido Ofício CN nº 190, de 29/05/19, à Primeira-Secretária da Câmara dos Deputados, comunicando que o Projeto foi encaminhado à sanção presidencial (fl. 2843 ).",Presidente do Senado Federal,senado,30/05/2019,"Encaminha à Sanção o Projeto de Lei de Conversão n° 10, de 2019 (Medida Provisória n° 870, de 2019).", MPCN 26/2019 ,135064,Comissão Diretora do Senado Federal,1188
"Remetido Ofício CN nº 189 , de 29/05/19, ao Ministro de Estado Chefe da Casa Civil, encaminhando a Mensagem CN nº 26/19 ao Excelentíssimo Senhor Presidente da República, submetendo à sanção presidencial autógrafos do Projeto (fls. 2791 a 2842). Remetido Ofício CN nº 190, de 29/05/19, à Primeira-Secretária da Câmara dos Deputados, comunicando que o Projeto foi encaminhado à sanção presidencial (fl. 2843 ).",Primeiro-Secretário do Senado Federal,senado,30/05/2019,"Encaminha a Mensagem n°26, de 2019 (CN), do Excelentíssimo Senhor Presidente do Senado Federal, submetendo à sanção presidencial autógrafos do Projeto de Lei de Conversão n° 10, de 2019 (Medida Provisória n° 870, de 2019).", OFCN 189/2019 ,135064,Comissão Diretora do Senado Federal,1189
"Remetido Ofício CN nº 189 , de 29/05/19, ao Ministro de Estado Chefe da Casa Civil, encaminhando a Mensagem CN nº 26/19 ao Excelentíssimo Senhor Presidente da República, submetendo à sanção presidencial autógrafos do Projeto (fls. 2791 a 2842). Remetido Ofício CN nº 190, de 29/05/19, à Primeira-Secretária da Câmara dos Deputados, comunicando que o Projeto foi encaminhado à sanção presidencial (fl. 2843 ).",Presidente do Senado Federal,senado,30/05/2019,"Comunica à Câmara dos Deputados o encaminhamento à Presidência da República do Projeto de Lei de Conversão n° 10, de 2019 (Medida Provisória n° 870, de 2019).", OFCN 190/2019 ,135064,Comissão Diretora do Senado Federal,1190
"Remetido Ofício CN nº 189 , de 29/05/19, ao Ministro de Estado Chefe da Casa Civil, encaminhando a Mensagem CN nº 26/19 ao Excelentíssimo Senhor Presidente da República, submetendo à sanção presidencial autógrafos do Projeto (fls. 2791 a 2842). Remetido Ofício CN nº 190, de 29/05/19, à Primeira-Secretária da Câmara dos Deputados, comunicando que o Projeto foi encaminhado à sanção presidencial (fl. 2843 ).", Senado Federal,senado,30/05/2019,Estabelece a organização básica dos órgãos da Presidência da República e dos Ministérios., Autógrafo - PLV 10/2019 ,135064,Secretaria de Expediente,1191
"Juntados os seguintes ofícios: - Ofício nº 31, de 2019, da Câmara Municipal de Chapecó, o qual encaminha a Moção nº 10, de 2019, de autoria do Vereador Cleber Ceccon (fls. 2859 a 2861); e - Ofício nº 17, de 2019, da Assembleia Legislativa do Estado de Santa Catarina, encaminhando a Moção nº 0022.0/2019, de autoria do Deputado Fabiano da Luz (fls. 2862 a 2864).", Câmara Municipal de Chapecó,senado,08/07/2019,"Ofício nº 31, de 2019, da Câmara Municipal de Chapecó, o qual encaminha a Moção nº 10, de 2019, de autoria do Vereador Cleber Ceccon.", Ofício ,135064,Mesa Diretora do Congresso Nacional,1192
"Juntados os seguintes ofícios: - Ofício nº 31, de 2019, da Câmara Municipal de Chapecó, o qual encaminha a Moção nº 10, de 2019, de autoria do Vereador Cleber Ceccon (fls. 2859 a 2861); e - Ofício nº 17, de 2019, da Assembleia Legislativa do Estado de Santa Catarina, encaminhando a Moção nº 0022.0/2019, de autoria do Deputado Fabiano da Luz (fls. 2862 a 2864).", Assembleia Legislativa do Estado de Santa Catarina,senado,08/07/2019,"Ofício nº 17, de 2019, da Assembleia Legislativa do Estado de Santa Catarina, encaminhando a Moção nº 0022.0/2019, de autoria do Deputado Fabiano da Luz.", Ofício ,135064,Mesa Diretora do Congresso Nacional,1193
NA,Senador Tasso Jereissati (PSDB/CE),senado,08/12/2017,"Altera a Lei nº 9.433, de 8 de janeiro de 1997, para introduzir os mercados de água como instrumento destinado a promover alocação mais eficiente dos recursos hídricos.", PLS 495/2017 ,131906,Plenário do Senado Federal,1194
"Recebido, às 11h25min, o relatório do Senador Eduardo Amorim, com voto favorável à Proposta. Matéria pronta para a Pauta na Comissão.",Senador Eduardo Amorim (PSDB/SE),senado,16/05/2017,NA, Relatório Legislativo ,120152,"Comissão de Constituição, Justiça e Cidadania",1195
NA,"Senador Eduardo Girão (PODE/CE), Senador Alessandro Vieira (CIDADANIA/SE), Senador Alvaro Dias (PODE/PR), Senador Angelo Coronel (PSD/BA), Senador Arolde de Oliveira (PSD/RJ), Senador Elmano Férrer (PODE/PI), Senador Jayme Campos (DEM/MT), Senador Jorge Kajuru (PSB/GO), Senador Lasier Martins (PODE/RS), Senador Lucas Barreto (PSD/AP), Senador Luis Carlos Heinze (PP/RS), Senador Luiz do Carmo (MDB/GO), Senador Marcos Rogério (DEM/RO), Senador Marcos do Val (CIDADANIA/ES), Senador Otto Alencar (PSD/BA), Senador Randolfe Rodrigues (REDE/AP), Senador Reguffe (S/Partido/DF), Senador Roberto Rocha (PSDB/MA), Senador Rodrigo Cunha (PSDB/AL), Senador Romário (PODE/RJ), Senadora Juíza Selma (PSL/MT), Senador Sérgio Petecão (PSD/AC), Senadora Simone Tebet (MDB/MS), Senador Styvenson Valentim (PODE/RN), Senador Tasso Jereissati (PSDB/CE), Senador Weverton (PDT/MA), Senador Zequinha Marinho (PSC/PA)",senado,06/02/2019,Desarquivamento da PEC 29/2015., RQS 9/2019 ,120152,Plenário do Senado Federal,1196
"Encaminhado à publicação o Requerimento nº 9, de 2019, tendo como primeiro signatário o Senador Eduardo Girão, solicitando o desarquivamento da presente matéria.", Senado Federal,senado,11/02/2019,-, Avulso de requerimento ,120152,Plenário do Senado Federal,1197
"Encaminhado à publicação e rejeitado o Requerimento nº 17, de 2019, subscrito pelo Senador Humberto Costa, solicitando a retirada de pauta do Requerimento nº 9, de 2019, com o seguinte resultado: Sim 8, Não 61, Presidente 1, Total 70. (Verificação de votação solicita pela Senadora Simone Tebet, com apoiamento regimental) Aprovado o Requerimento nº 9, de 2019, com os votos contrários dos Senadores Humberto Costa e Paulo Rocha. A presente matéria, desarquivada, retorna ao exame da CCJ.", Senado Federal,senado,12/02/2019,"Votação nominal do RQS 17/2019, de retirada de pauta do RQS 9/2019, que pede o desarquivamento da PEC 29/2015.", Complemento de resultado ,120152,Plenário do Senado Federal,1198
NA, Senado Federal,senado,12/02/2019,"Requerimento nº 17, de 2019", Avulso de requerimento ,120152,Plenário do Senado Federal,1199
"Recebido, às 17h55min, o relatório da Senadora Juíza Selma, com voto favorável à Proposta, com uma emenda que apresenta. Matéria pronta para a Pauta na Comissão.",Senadora Juíza Selma (PSL/MT),senado,10/04/2019,NA, Relatório Legislativo ,120152,"Comissão de Constituição, Justiça e Cidadania",1200
NA,Senador Fabiano Contarato (REDE/ES),senado,24/04/2019,NA, EMENDA 1 - PEC 29/2015 ,120152,"Comissão de Constituição, Justiça e Cidadania",1201
NA,Senador Alessandro Vieira (CIDADANIA/SE),senado,24/04/2019,NA, EMENDA 2 - PEC 29/2015 ,120152,"Comissão de Constituição, Justiça e Cidadania",1202
NA, Presidência da República,senado,28/12/2018,"Atualiza o marco legal do saneamento básico e altera a Lei nº 9.984, de 17 de julho de 2000, para atribuir à Agência Nacional de Águas competência para editar normas de referência nacionais sobre o serviço de saneamento; a Lei nº 10.768, de 19 de novembro de 2003, para alterar as atribuições do cargo de Especialista em Recursos Hídricos; a Lei nº 11.445, de 5 de janeiro de 2007, para aprimorar as condições estruturais do saneamento básico no País; e a Lei nº 13.529, de 4 de dezembro de 2017, para autorizar a União a participar de fundo com a finalidade exclusiva de financiar serviços técnicos especializados.", MPV 868/2018 ,135061,Mesa Diretora do Congresso Nacional,1203
NA,Congresso Nacional,senado,03/01/2019,MPV X Legislação alterada, Quadro Comparativo ,135061,Mesa Diretora do Congresso Nacional,1204
"Recebida Nota Técnica nº 01/2019, da Consultoria de Orçamentos, Fiscalização e Controle do Senado Federal, atendendo ao disposto no artigo 19, da Resolução nº 1/2002-CN (fls. 35 a 41).", Senado Federal,senado,21/01/2019,Nota Técnica de Adequação Orçamentária e Financeira nº 01/2019., Nota Técnica ,135061,Mesa Diretora do Congresso Nacional,1205
NA,Deputada Federal Jandira Feghali (PCdoB/RJ),senado,06/02/2019,Emenda Supressiva à MP 868/2018, EMENDA 1 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1206
NA,Deputada Federal Jandira Feghali (PCdoB/RJ),senado,06/02/2019,EMENDA SUPRESSIVA À MP 868/2018, EMENDA 2 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1207
NA,Deputada Federal Jandira Feghali (PCdoB/RJ),senado,06/02/2019,Emenda Supressiva à MP 868/2018, EMENDA 3 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1208
NA,Deputada Federal Jandira Feghali (PCdoB/RJ),senado,06/02/2019,Emenda Supressiva à MP 868/2018, EMENDA 4 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1209
NA,Deputada Federal Jandira Feghali (PCdoB/RJ),senado,06/02/2019,Emenda supressiva à MP 868/2018, EMENDA 5 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1210
NA,Deputado Federal Rubens Pereira Júnior (PCdoB/MA),senado,06/02/2019,"Atualiza o marco legal do saneamento básico e altera a Lei nº 9.984, de 17 de julho de 2000, para atribuir à Agência Nacional de Águas competência para editar normas de referência nacionais sobre o serviço de saneamento, a Lei nº 10.768, de 19 de novembro de 2003, para alterar as atribuições do cargo de Especialista em Recursos Hídricos, e a Lei nº 11.445, de 5 de janeiro de 2007, para aprimorar as condições estruturais do saneamento básico no País.", EMENDA 6 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1211
NA,Deputado Federal Rubens Pereira Júnior (PCdoB/MA),senado,06/02/2019,"Atualiza o marco legal do saneamento básico e altera a Lei nº 9.984, de 17 de julho de 2000, para atribuir à Agência Nacional de Águas competência para editar normas de referência nacionais sobre o serviço de saneamento, a Lei nº 10.768, de 19 de novembro de 2003, para alterar as atribuições do cargo de Especialista em Recursos Hídricos, e a Lei nº 11.445, de 5 de janeiro de 2007, para aprimorar as condições estruturais do saneamento básico no País.", EMENDA 7 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1212
NA,Deputado Federal Rubens Pereira Júnior (PCdoB/MA),senado,06/02/2019,"Atualiza o marco legal do saneamento básico e altera a Lei nº 9.984, de 17 de julho de 2000, para atribuir à Agência Nacional de Águas competência para editar normas de referência nacionais sobre o serviço de saneamento, a Lei nº 10.768, de 19 de novembro de 2003, para alterar as atribuições do cargo de Especialista em Recursos Hídricos, e a Lei nº 11.445, de 5 de janeiro de 2007, para aprimorar as condições estruturais do saneamento básico no País.", EMENDA 8 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1213
NA,Deputado Federal Rubens Pereira Júnior (PCdoB/MA),senado,06/02/2019,"Atualiza o marco legal do saneamento básico e altera a Lei nº 9.984, de 17 de julho de 2000, para atribuir à Agência Nacional de Águas competência para editar normas de referência nacionais sobre o serviço de saneamento, a Lei nº 10.768, de 19 de novembro de 2003, para alterar as atribuições do cargo de Especialista em Recursos Hídricos, e a Lei nº 11.445, de 5 de janeiro de 2007, para aprimorar as condições estruturais do saneamento básico no País.", EMENDA 9 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1214
NA,Deputado Federal Rubens Pereira Júnior (PCdoB/MA),senado,06/02/2019,"Atualiza o marco legal do saneamento básico e altera a Lei nº 9.984, de 17 de julho de 2000, para atribuir à Agência Nacional de Águas competência para editar normas de referência nacionais sobre o serviço de saneamento, a Lei nº 10.768, de 19 de novembro de 2003, para alterar as atribuições do cargo de Especialista em Recursos Hídricos, e a Lei nº 11.445, de 5 de janeiro de 2007, para aprimorar as condições estruturais do saneamento básico no País.", EMENDA 10 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1215
NA,Deputado Federal José Guimarães (PT/CE),senado,06/02/2019,"Emenda à MP 868, de 2018.", EMENDA 11 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1216
NA,Deputado Federal José Guimarães (PT/CE),senado,06/02/2019,"Emenda à MP 868, de 2018", EMENDA 12 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1217
NA,Deputado Federal José Guimarães (PT/CE),senado,06/02/2019,Emendas à MP 868/2018., EMENDA 13 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1218
NA,Deputada Federal Alice Portugal (PCdoB/BA),senado,07/02/2019,"Atualiza o marco legal do saneamento básico e altera a Lei nº 9.984, de 17 de julho de 2000, para atribuir à Agência Nacional de Águas competência para editar normas de referência nacionais sobre o serviço de saneamento, a Lei nº 10.768, de 19 de novembro de 2003, para alterar as atribuições do cargo de Especialista em Recursos Hídricos, e a Lei nº 11.445, de 5 de janeiro de 2007, para aprimorar as condições estruturais do saneamento básico no País.", EMENDA 14 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1219
NA,Deputada Federal Alice Portugal (PCdoB/BA),senado,07/02/2019,"Atualiza o marco legal do saneamento básico e altera a Lei nº 9.984, de 17 de julho de 2000, para atribuir à Agência Nacional de Águas competência para editar normas de referência nacionais sobre o serviço de saneamento, a Lei nº 10.768, de 19 de novembro de 2003, para alterar as atribuições do cargo de Especialista em Recursos Hídricos, e a Lei nº 11.445, de 5 de janeiro de 2007, para aprimorar as condições estruturais do saneamento básico no País.", EMENDA 15 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1220
NA,Deputada Federal Alice Portugal (PCdoB/BA),senado,07/02/2019,"Atualiza o marco legal do saneamento básico e altera a Lei nº 9.984, de 17 de julho de 2000, para atribuir à Agência Nacional de Águas competência para editar normas de referência nacionais sobre o serviço de saneamento, a Lei nº 10.768, de 19 de novembro de 2003, para alterar as atribuições do cargo de Especialista em Recursos Hídricos, e a Lei nº 11.445, de 5 de janeiro de 2007, para aprimorar as condições estruturais do saneamento básico no País.", EMENDA 16 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1221
NA,Deputada Federal Alice Portugal (PCdoB/BA),senado,07/02/2019,"Atualiza o marco legal do saneamento básico e altera a Lei nº 9.984, de 17 de julho de 2000, para atribuir à Agência Nacional de Águas competência para editar normas de referência nacionais sobre o serviço de saneamento, a Lei nº 10.768, de 19 de novembro de 2003, para alterar as atribuições do cargo de Especialista em Recursos Hídricos, e a Lei nº 11.445, de 5 de janeiro de 2007, para aprimorar as condições estruturais do saneamento básico no País.", EMENDA 17 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1222
NA,Deputada Federal Alice Portugal (PCdoB/BA),senado,07/02/2019,"Atualiza o marco legal do saneamento básico e altera a Lei nº 9.984, de 17 de julho de 2000, para atribuir à Agência Nacional de Águas competência para editar normas de referência nacionais sobre o serviço de saneamento, a Lei nº 10.768, de 19 de novembro de 2003, para alterar as atribuições do cargo de Especialista em Recursos Hídricos, e a Lei nº 11.445, de 5 de janeiro de 2007, para aprimorar as condições estruturais do saneamento básico no País.", EMENDA 18 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1223
NA,Deputado Federal Bohn Gass (PT/RS),senado,07/02/2019,"O § 3º do Artigo 8º-D da Lei 11.445 de 5 de janeiro de 2007 constante do Artigo 5º da MP 868 de 27 de dezembro de 2018, passa a vigorar com a seguinte redação:", EMENDA 19 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1224
NA,Deputado Federal Bohn Gass (PT/RS),senado,07/02/2019,"Suprima-se o art. 2º da Medida Provisória nº 868, de 27 de dezembro de 2018.", EMENDA 20 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1225
NA,Deputado Federal Bohn Gass (PT/RS),senado,07/02/2019,Suprima-se o Artigo 3º da MP 868 de 27 de dezembro de 2018., EMENDA 21 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1226
NA,Deputado Federal Bohn Gass (PT/RS),senado,07/02/2019,"Suprima-se o Artigo 10-C e 10-D incluso na Lei nº 11.445, de 5 de janeiro de 2007, pelo Artigo 5º da MP 868, de 27 de dezembro de 2018.", EMENDA 22 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1227
NA,Deputado Federal Bohn Gass (PT/RS),senado,07/02/2019,Suprima-se o Artigo 8º-C e 8º-D da Lei 11.445 de 5 de janeiro de 2007 constante do Artigo 5º da MP 868 de 27 de dezembro de 2018., EMENDA 23 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1228
NA,Deputado Federal Bohn Gass (PT/RS),senado,07/02/2019,Suprima-se o Artigo 4º-C da Lei 9.984 de 17 de julho de 2000 constante do Artigo 2º da MP 868 de 2018., EMENDA 24 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1229
NA,Deputado Federal Bohn Gass (PT/RS),senado,07/02/2019,"Suprima-se o art. 4°-D da Lei n. 9.984, de 2000, com a redação do art. 2° da MP nº 868/2018.", EMENDA 25 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1230
NA,Deputado Federal Benes Leocádio (PTC/RN),senado,07/02/2019,"Acrescenta o artigo 8 na Medida Provisória Nº 868, de 27 de dezembro de 2018", EMENDA 26 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1231
NA,Deputado Federal Benes Leocádio (PTC/RN),senado,07/02/2019,Altere-se a redação dada ao Art. 10 - C da MP 868 de 27 de dezembro de 2018., EMENDA 27 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1232
NA,Deputado Federal Benes Leocádio (PTC/RN),senado,07/02/2019,"Acrescenta o artigo 9 na Medida Provisória Nº 868, de 27 de dezembro de 2018:", EMENDA 28 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1233
NA,Deputado Federal Benes Leocádio (PTC/RN),senado,07/02/2019,"Acrescenta artigo na Medida Provisória Nº 868, de 27 de dezembro de 2018 que visa alterar o artigo 34º da Lei nº 9.433, de 1997:", EMENDA 29 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1234
NA,Deputado Federal Benes Leocádio (PTC/RN),senado,07/02/2019,Altere-se a redação dada ao Art. 10 - C da MP 868 de 27 de dezembro de 2018., EMENDA 30 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1235
NA,Deputado Federal Benes Leocádio (PTC/RN),senado,07/02/2019,"Suprima-se a nova redação ao art. 10-C, da Lei nº 11.445, de 2018, proposta pelo art. 5º, da Medida Provisória nº 868, de 2018.", EMENDA 31 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1236
NA,Deputado Federal Orlando Silva (PCdoB/SP),senado,07/02/2019,"Suprima-se o art. 2º da Medida Provisória nº 868, de 27 de dezembro de 2018.", EMENDA 32 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1237
NA,Deputado Federal Orlando Silva (PCdoB/SP),senado,07/02/2019,"Suprimam-se os incisos XXIII e XXIV e os §§ 9º e 10 do artigo 4º da Lei 9.984 de 17 de julho de 2000 constantes do artigo 2º da MP 868, de 27 de dezembro de 2018.", EMENDA 33 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1238
NA,Deputado Federal Orlando Silva (PCdoB/SP),senado,07/02/2019,"Suprima-se o § 1º Artigo 23 da Lei 11.445, de 5 de janeiro de 2007, constante do Artigo 5º da MP 868, de 27 de dezembro de 2018.", EMENDA 34 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1239
NA,Deputado Federal Orlando Silva (PCdoB/SP),senado,07/02/2019,"Suprima-se o art. 4°-D da Lei n. 9.984, de 2000, com a redação do art. 2° da MP nº 868/2018.", EMENDA 35 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1240
NA,Deputado Federal André Figueiredo (PDT/CE),senado,07/02/2019,"Suprime o art. 6º da Medida Provisória 868, de 27 de dezembro de 2018.", EMENDA 36 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1241
NA,Deputado Federal André Figueiredo (PDT/CE),senado,07/02/2019,"Modifica o § 7º do art. 11 da Lei 11.445, de 2007, alterado pelo art. 5º da Medida Provisória 868, de 27 de dezembro de 2018, para preservar a modicidade tarifária.", EMENDA 37 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1242
NA,Deputado Federal André Figueiredo (PDT/CE),senado,07/02/2019,"Modifiquem-se os incisos II e III do art. 4º-C da Lei n.º 9.984, de 17 de julho de 2000, alterados pelo art. 2º da Medida Provisória 868, de 27 de dezembro de 2018, para garantir a modicidade tarifária.", EMENDA 38 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1243
NA,Deputado Federal André Figueiredo (PDT/CE),senado,07/02/2019,"Suprime do art. 5º da MPV 868, de 2018, o art. 10-C da Lei 11.445, de 2007.", EMENDA 39 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1244
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"Suprima-se o art. 4°-D da Lei n. 9.984, de 2000, com a redação do art. 2° da MP nº 868/2018.", EMENDA 40 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1245
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,Suprima-se o Artigo 4º-C da Lei 9.984 de 17 de julho de 2000 constante do Artigo 2º da MP 868 de 2018., EMENDA 41 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1246
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"Suprimam-se os incisos XXIII, XXIV, os §§ 9º e 10 do artigo 4º da Lei 9.984 de 17 de julho de 2000, constantes do artigo 2º da MP 868, de 27 de dezembro de 2018.", EMENDA 42 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1247
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"Suprima-se o Artigo o 3º da Lei 9.984 de 17 de julho de 2000 constante do Artigo 2º da MP 868, de 27 de dezembro de 2018.", EMENDA 43 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1248
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"Suprima-se o artigo 1º da Lei 9.984, de 17 de julho de 2000, constante do artigo 2º da MP 868, de 27 de dezembro de 2018.", EMENDA 44 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1249
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"Suprima-se o art. 2º da Medida Provisória nº 868, de 27 de dezembro de 2018.", EMENDA 45 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1250
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"Suprima-se do artigo 9º da MP 868, de 27 de dezembro de 2018.", EMENDA 46 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1251
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"Suprima-se do artigo 8º da MP 868, de 27 de dezembro de 2018.", EMENDA 47 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1252
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"Suprima-se o § 4º do Artigo 53 da Lei 11.445 de 5 de janeiro de 2007 constante do Artigo 5º da MP 868, de 27de dezembro de 2018.", EMENDA 48 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1253
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"Suprimam-se o inciso III, IV e o § 8º do Artigo 50 da Lei 11.445 de 5 de janeiro de 2007 constante do Artigo 5º da MP 868, de 27 de dezembro de 2018.", EMENDA 49 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1254
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"Suprima-se o inciso III do Artigo 48 da Lei 11.445 de 5 de janeiro de 2007 constante do Artigo 5º da MP 868, de 27 de dezembro de 2018.", EMENDA 50 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1255
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"Suprima-se o Artigo 46 da Lei 11.445 de 5 de janeiro de 2007 constante do Artigo 5º da MP 868, de 27 de dezembro de 2018.", EMENDA 51 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1256
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"Suprima-se o Artigo 45 da Lei 11.445 de 5 de janeiro de 2007 constante do Artigo 5º da MP 868, de 27 de dezembro de 2018.", EMENDA 52 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1257
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"Suprima-se o Artigo 29 da Lei 11.445 de 5 de janeiro de 2007 constante do Artigo 5º da MP 868, de 27 de dezembro de 2018.", EMENDA 53 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1258
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"Suprima-se o § 1º Artigo 23 da Lei 11.445 de 5 de janeiro de 2007 constante do Artigo 5º da MP 868, de 27 de dezembro de 2018.", EMENDA 54 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1259
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"Suprima-se o Artigo 25-B da Lei 11.445 de 5 de janeiro de 2007 constante do Artigo 5º da MP 868, de 27 de dezembro de 2018.", EMENDA 55 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1260
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"Suprimam-se os §§ 1º e 4º, do art. 23 da Lei nº 11.445, de 2007, na redação dada pelo art. 5º da Medida Provisória nº 868, de 27 de dezembro de 2018.", EMENDA 56 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1261
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"Suprima-se o art. 13 da Lei nº 11.445, de 2007, na redação dada pelo art. 5º da Medida Provisória nº 868, de 2018.", EMENDA 57 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1262
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"Suprima-se o art. 11-B da Lei nº 11.445, de 2007, na redação dada pelo art. 5º da Medida Provisória nº 868, de 27 de dezembro de 2018.", EMENDA 58 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1263
