dataHora,descricaoSituacao,descricaoTramitacao,despacho,idSituacao,idTipoTramitacao,regime,sequencia,siglaOrgao,uriOrgao,url
2016-09-14T10:32,Aguardando Parecer,Parecer do Relator,"Parecer do Relator, Dep. Lincoln Portela (PRB-MG), pela inconstitucionalidade e injuridicidade deste, do PL 725/1999, do PL 2694/2000, do PL 4892/2001, do PL 6804/2002, do PL 7108/2002, do PL 956/2003, do PL 3172/2004, do PL 3389/2004, do PL 5977/2009, do PL 6100/2009, do PL 1251/2011, do PL 687/2015 e do PL 5253/2016, apensados; pela constitucionalidade e injuridicidade do PL 913/1999, do PL 3968/2000, do PL 838/2003, do PL 2635/2003, do PL 3345/2004, do PL 525/2011, do PL 1252/2011, do PL 3040/2011, do PL 3239/2012, apensados, e do Substitutivo da Comissão de Seguridade Social e Família; pela constitucionalidade, juridicidade e técnica legislativa do PL 6424/2002, do PL 6443/2002 e do PL 1127/2003; e pela constitucionalidade, juridicidade e técnica legislativa do PL 5993/2001, com emendas, do PL 843/2003, com emenda, do PL 1147/2003, com emenda, do PL 1495/2011, com emenda, e do PL 4806/2016, com emenda, apensados.",915.0,322,"Ordinária (Art. 151, III, RICD)",179,CCJC,https://dadosabertos.camara.leg.br/api/v2/orgaos/2003,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1491398
2016-11-08T16:39,,Notificação de Apensação,Apense-se a este(a) o(a) PL-6383/2016.,,504,"Ordinária (Art. 151, III, RICD)",180,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1504529
2016-11-11T00:00,Aguardando Parecer,Devolução ao Relator,"Devolvido ao Relator, Dep. Lincoln Portela (PRB-MG), para reexame, em razão da apensação do PL 6383/2016.",915.0,170,"Ordinária (Art. 151, III, RICD)",182,CCJC,https://dadosabertos.camara.leg.br/api/v2/orgaos/2003,
2016-11-11T14:46,Aguardando Parecer,Notificação de Apensação,Apensação do PL 6383/2016 a esta proposição.,915.0,504,"Ordinária (Art. 151, III, RICD)",181,CCJC,https://dadosabertos.camara.leg.br/api/v2/orgaos/2003,
2016-12-20T14:59,Aguardando Parecer,Recebimento - Relator,"Apresentação do Parecer do Relator n. 4 CCJC, pelo Deputado Lincoln Portela (PRB-MG).",915.0,501,"Ordinária (Art. 151, III, RICD)",183,CCJC,https://dadosabertos.camara.leg.br/api/v2/orgaos/2003,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1519238
2016-12-20T14:59,Aguardando Parecer,Parecer do Relator,"Parecer do Relator, Dep. Lincoln Portela (PRB-MG),  pela inconstitucionalidade e injuridicidade deste, do PL 725/1999, do PL 2694/2000, do PL 4892/2001, do PL 6804/2002, do PL 7108/2002, do PL 956/2003, do PL 3172/2004, do PL 3389/2004, do PL 5977/2009, do PL 6100/2009, do PL 1251/2011, do PL 687/2015, do PL 5253/2016 e do PL 6383/2016, apensados; pela constitucionalidade e injuridicidade do PL 913/1999, do PL 3968/2000, do PL 838/2003, do PL 2635/2003, do PL 3345/2004, do PL 525/2011, do PL 1252/2011, do PL 3040/2011, do PL 3239/2012, apensados, e do Substitutivo da Comissão de Seguridade Social e Família; pela constitucionalidade, juridicidade e técnica legislativa do PL 6424/2002, do PL 6443/2002 e do PL 1127/2003; e pela constitucionalidade, juridicidade e técnica legislativa do PL 5993/2001, com emendas, do PL 843/2003, com emenda, do PL 1147/2003, com emenda, do PL 1495/2011, com emenda, e do PL 4806/2016, com emenda, apensados.",915.0,322,"Ordinária (Art. 151, III, RICD)",184,CCJC,https://dadosabertos.camara.leg.br/api/v2/orgaos/2003,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1519238
2017-08-17T17:38,,Notificação de Apensação,Apense-se a este(a) o(a) PL-8146/2017.,,504,"Ordinária (Art. 151, III, RICD)",185,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1584155
2017-08-22T17:54,Aguardando Parecer,Notificação de Apensação,Apensação do PL 8146/2017 a esta proposição.,915.0,504,"Ordinária (Art. 151, III, RICD)",186,CCJC,https://dadosabertos.camara.leg.br/api/v2/orgaos/2003,
2017-08-23T00:00,Aguardando Parecer,Devolução ao Relator,"Devolvido ao Relator, Dep. Lincoln Portela (PRB-MG), para reexame.",915.0,170,"Ordinária (Art. 151, III, RICD)",187,CCJC,https://dadosabertos.camara.leg.br/api/v2/orgaos/2003,
2017-11-06T09:40,,Notificação de Apensação,Apense-se a este(a) o(a) PL-8947/2017.,,504,"Ordinária (Art. 151, III, RICD)",188,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1616388
2017-11-20T11:57,Aguardando Parecer,Notificação de Apensação,Apensação do PL 8947/2017 a esta proposição.,915.0,504,"Ordinária (Art. 151, III, RICD)",189,CCJC,https://dadosabertos.camara.leg.br/api/v2/orgaos/2003,
2017-11-29T17:51,,Apresentação de Requerimento,"Apresentação do Requerimento n. 7805/2017, pelo Deputado Rogério Marinho (PSDB-RN), que: ""Requer o arquivamento de proposições que visam alterar a Reforma Trabalhista e a Lei de Terceirização.
"".",,194,"Ordinária (Art. 151, III, RICD)",190,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1627202
2017-12-19T15:19,Aguardando Parecer,Recebimento - Relator,"Apresentação do Parecer do Relator n. 5 CCJC, pelo Deputado Lincoln Portela (PRB-MG).",915.0,501,"Ordinária (Art. 151, III, RICD)",191,CCJC,https://dadosabertos.camara.leg.br/api/v2/orgaos/2003,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1634565
2017-12-19T15:19,Aguardando Parecer,Parecer do Relator,"Parecer do Relator, Dep. Lincoln Portela (PRB-MG), pela inconstitucionalidade e injuridicidade do PL 688/1999 e dos PLs 725/1999, 2.694/2000, 4.892/2001, 6.804/2002, 7.108/2002, 956/2003, 3.172/2004, 3.389/2004, 5.977/2009, 6.100/2009, 1.251/2011, 687/2015, 5.253/2016 e 6.383/2016, apensados; pela constitucionalidade e injuridicidade dos PLs 913/1999, 3.968/2000, 838/2003, 2.635/2003, 3.345/2004, 525/2011, 1.252/2011,  3.040/2011, 3.239/2012 e 8.146/2017, apensados, e do Substitutivo da Comissão de Seguridade Social e Família; pela constitucionalidade, juridicidade e técnica legislativa dos PLs 6.424/2002, 6.443/2002, 1.127/2003 e 8.947/2017, apensados; pela constitucionalidade, juridicidade e técnica legislativa, com emendas, dos PLs 5.993/2001, 843/2003, 1.147/2003, 1.495/2011, 4806/2016 e 7346/2017, apensados.",915.0,322,"Ordinária (Art. 151, III, RICD)",192,CCJC,https://dadosabertos.camara.leg.br/api/v2/orgaos/2003,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1634565
2018-05-22T00:00,Aguardando Parecer,Devolução ao Relator,"Devolvido ao Relator, Dep. Lincoln Portela (PR-MG), para reexame.",915.0,170,"Ordinária (Art. 151, III, RICD)",193,CCJC,https://dadosabertos.camara.leg.br/api/v2/orgaos/2003,
